Season,Injury,Days,Games missed,player_name,player_age,player_position,club,league,salary_eur,salary_daily_eur,injury_cost_eur
22/23,muscular problems,6,1,Robert Skov,27,Left Midfield,Hoffenheim,Bundesliga,1853800.0,5078.904109589041,30473.424657534244
22/23,Calf problems,34,6,Robert Skov,27,Left Midfield,Hoffenheim,Bundesliga,1853800.0,5078.904109589041,172682.7397260274
22/23,Hamstring injury,12,3,Robert Skov,27,Left Midfield,Hoffenheim,Bundesliga,1853800.0,5078.904109589041,60946.84931506849
22/23,Ankle problems,8,3,Andrej Kramaric,32,Attacking Midfield,Hoffenheim,Bundesliga,4113053.0,11268.638356164383,90149.10684931508
22/23,Groin surgery,140,18,Jacob Bruun Larsen,24,Left Winger,Hoffenheim,Bundesliga,1967419.0,5390.18904109589,754626.4657534247
22/23,Shoulder injury,72,4,Munas Dabbur,31,Forward,Hoffenheim,Bundesliga,3408600.0,9338.6301369863,672381.3698630137
22/23,Torn ankle ligaments,12,2,Fisnik Asllani,20,Forward,Hoffenheim,Bundesliga,120000.0,328.7671232876712,3945.205479452055
22/23,Adductor pain,4,1,Marco Friedl,25,Centre-Back,Werder Bremen,Bundesliga,445000.0,1219.1780821917807,4876.712328767123
22/23,Ankle problems,62,3,Amos Pieper,25,Centre-Back,Werder Bremen,Bundesliga,269100.0,737.2602739726027,45710.13698630137
22/23,Ankle injury,31,4,Amos Pieper,25,Centre-Back,Werder Bremen,Bundesliga,269100.0,737.2602739726027,22855.068493150684
22/23,Ankle problems,7,1,Amos Pieper,25,Centre-Back,Werder Bremen,Bundesliga,269100.0,737.2602739726027,5160.821917808219
22/23,Foot bruise,8,2,Niklas Stark,28,Centre-Back,Werder Bremen,Bundesliga,1371100.0,3756.438356164384,30051.50684931507
22/23,Calf problems,12,3,Milos Veljkovic,27,Centre-Back,Werder Bremen,Bundesliga,780000.0,2136.986301369863,25643.83561643836
22/23,Achilles tendon problems,9,1,Milos Veljkovic,27,Centre-Back,Werder Bremen,Bundesliga,780000.0,2136.986301369863,19232.87671232877
22/23,muscular problems,8,1,Milos Veljkovic,27,Centre-Back,Werder Bremen,Bundesliga,780000.0,2136.986301369863,17095.890410958906
22/23,Knee injury,8,1,Lee Buchanan,22,Left-Back,Werder Bremen,Bundesliga,239200.0,655.3424657534247,5242.739726027397
22/23,surgery,140,11,Felix Agu,23,Left-Back,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,298180.82191780827
22/23,Fitness,21,3,Felix Agu,23,Left-Back,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,44727.12328767124
22/23,Patellar tendon problems,162,19,Felix Agu,23,Left-Back,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,345037.8082191781
22/23,Muscle injury,65,2,Mitchell Weiser,29,Right-Back,Werder Bremen,Bundesliga,2862100.0,7841.369863013699,509689.0410958904
22/23,Ankle injury,18,2,Mitchell Weiser,29,Right-Back,Werder Bremen,Bundesliga,2862100.0,7841.369863013699,141144.65753424657
22/23,muscular problems,40,1,Nicolai Rapp,26,Defensive Midfield,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,85194.52054794521
22/23,Torn muscle fiber,17,2,Nicolai Rapp,26,Defensive Midfield,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,36207.67123287672
22/23,Back problems,5,1,Nicolai Rapp,26,Defensive Midfield,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,10649.315068493152
22/23,Thigh problems,29,5,Nicolai Rapp,26,Defensive Midfield,Werder Bremen,Bundesliga,777400.0,2129.8630136986303,61766.02739726028
22/23,Knee problems,41,1,Christian Groß,34,Defensive Midfield,Werder Bremen,Bundesliga,837200.0,2293.698630136986,94041.64383561644
22/23,Knee problems,6,1,Christian Groß,34,Defensive Midfield,Werder Bremen,Bundesliga,837200.0,2293.698630136986,13762.191780821917
22/23,strain,32,3,Leonardo Bittencourt,29,Central Midfield,Werder Bremen,Bundesliga,885000.0,2424.657534246576,77589.04109589041
22/23,Inner knee ligament tear,35,4,Romano Schmid,23,Attacking Midfield,Werder Bremen,Bundesliga,281060.0,770.027397260274,26950.95890410959
22/23,Ankle injury,7,1,Maximilian Philipp,29,Second Striker,Werder Bremen,Bundesliga,3875051.0,10616.578082191782,74316.04657534247
22/23,Calf problems,26,4,Niclas Füllkrug,30,Forward,Werder Bremen,Bundesliga,1853800.0,5078.904109589041,132051.50684931505
22/23,Calf problems,10,1,Niclas Füllkrug,30,Forward,Werder Bremen,Bundesliga,1853800.0,5078.904109589041,50789.04109589041
22/23,Bruised back,4,1,Niclas Füllkrug,30,Forward,Werder Bremen,Bundesliga,1853800.0,5078.904109589041,20315.616438356163
22/23,Hamstring injury,41,5,Felix Uduokhai,25,Centre-Back,Augsburg,Bundesliga,837200.0,2293.698630136986,94041.64383561644
22/23,Syndesmotic ligament tear,64,9,Felix Uduokhai,25,Centre-Back,Augsburg,Bundesliga,837200.0,2293.698630136986,146796.7123287671
22/23,muscular problems,91,9,Reece Oxford,24,Centre-Back,Augsburg,Bundesliga,800000.0,2191.780821917808,199452.05479452052
22/23,Fitness,8,1,Reece Oxford,24,Centre-Back,Augsburg,Bundesliga,800000.0,2191.780821917808,17534.246575342466
22/23,Calf problems,66,8,Reece Oxford,24,Centre-Back,Augsburg,Bundesliga,800000.0,2191.780821917808,144657.53424657535
22/23,Knee surgery,123,14,Reece Oxford,24,Centre-Back,Augsburg,Bundesliga,800000.0,2191.780821917808,269589.0410958904
22/23,muscular problems,40,5,Frederik Winther,22,Centre-Back,Augsburg,Bundesliga,137540.0,376.8219178082192,15072.876712328763
22/23,Adductor injury,15,2,Robert Gumny,25,Right-Back,Augsburg,Bundesliga,281060.0,770.027397260274,11550.41095890411
22/23,muscular problems,68,9,Raphael Framberger,27,Right-Back,Augsburg,Bundesliga,500000.0,1369.86301369863,93150.68493150684
22/23,laceration wound,59,3,Raphael Framberger,27,Right-Back,Augsburg,Bundesliga,500000.0,1369.86301369863,80821.91780821918
22/23,Muscle injury,17,4,Carlos Gruezo,28,Defensive Midfield,Augsburg,Bundesliga,1614600.0,4423.561643835616,75200.54794520549
22/23,Meniscus injury,63,5,Julian Baumgartlinger,35,Defensive Midfield,Augsburg,Bundesliga,1728042.0,4734.361643835617,298264.78356164385
22/23,muscular problems,5,1,Arne Maier,24,Central Midfield,Augsburg,Bundesliga,1132549.0,3102.87397260274,15514.3698630137
22/23,Torn muscle fiber,15,2,Elvis Rexhbecaj,25,Central Midfield,Augsburg,Bundesliga,1375400.0,3768.219178082192,56523.28767123288
22/23,Ankle ligament tear,19,3,Rubén Vargas,24,Left Winger,Augsburg,Bundesliga,478400.0,1310.6849315068494,24903.013698630137
22/23,Ankle injury,26,5,Rubén Vargas,24,Left Winger,Augsburg,Bundesliga,478400.0,1310.6849315068494,34077.808219178085
22/23,Muscle injury,82,7,Rubén Vargas,24,Left Winger,Augsburg,Bundesliga,478400.0,1310.6849315068494,107476.16438356164
22/23,Cartilage damage,484,27,André Hahn,32,Right Winger,Augsburg,Bundesliga,1966076.0,5386.509589041096,2607070.64109589
22/23,Ankle injury,19,3,André Hahn,32,Right Winger,Augsburg,Bundesliga,1966076.0,5386.509589041096,102343.68219178084
22/23,Muscle injury,50,3,Lukas Petkov,22,Right Winger,Augsburg,Bundesliga,59800.0,163.83561643835617,8191.780821917809
22/23,Outer ligament tear,20,2,Ermedin Demirovic,25,Forward,Augsburg,Bundesliga,777400.0,2129.8630136986303,42597.260273972606
22/23,Ankle problems,33,4,Mergim Berisha,25,Forward,Augsburg,Bundesliga,2392000.0,6553.424657534247,216263.01369863012
22/23,Internal ligament strain,36,2,Fabian Bredlow,28,Goalkeeper,Stuttgart,Bundesliga,777400.0,2129.8630136986303,76675.0684931507
22/23,Shin injury,12,2,Konstantinos Mavropanos,25,Centre-Back,Stuttgart,Bundesliga,1315600.0,3604.383561643836,43252.602739726026
22/23,Head injury,6,1,Konstantinos Mavropanos,25,Centre-Back,Stuttgart,Bundesliga,1315600.0,3604.383561643836,21626.301369863013
22/23,muscular problems,8,1,Konstantinos Mavropanos,25,Centre-Back,Stuttgart,Bundesliga,1315600.0,3604.383561643836,28835.068493150684
22/23,Foot injury,8,1,Dan-Axel Zagadou,24,Centre-Back,Stuttgart,Bundesliga,897000.0,2457.5342465753424,19660.27397260274
22/23,Torn ankle ligaments,30,4,Dan-Axel Zagadou,24,Centre-Back,Stuttgart,Bundesliga,897000.0,2457.5342465753424,73726.02739726027
22/23,muscular problems,5,1,Borna Sosa,25,Left-Back,Stuttgart,Bundesliga,897000.0,2457.5342465753424,12287.671232876712
22/23,Adductor pain,30,4,Borna Sosa,25,Left-Back,Stuttgart,Bundesliga,897000.0,2457.5342465753424,73726.02739726027
22/23,muscular problems,6,1,Borna Sosa,25,Left-Back,Stuttgart,Bundesliga,897000.0,2457.5342465753424,14745.205479452055
22/23,Adductor pain,36,2,Borna Sosa,25,Left-Back,Stuttgart,Bundesliga,897000.0,2457.5342465753424,88471.23287671233
22/23,Fitness,12,2,Josha Vagnoman,22,Right-Back,Stuttgart,Bundesliga,591578.0,1620.7616438356165,19449.1397260274
22/23,Bone edema,39,9,Josha Vagnoman,22,Right-Back,Stuttgart,Bundesliga,591578.0,1620.7616438356165,63209.704109589045
